"bizID","bizCat","bizCatSub","bizName","bizAddr","bizCity","bizState","bizZip","bizPhone","bizFax","bizEmail","bizURL","locAreaCode","locFIPS","locTimeZone","locDST","locLat","locLong","locMSA","locPMSA","locCounty"
127,"Gambling & Casinos","Casinos","Bally Gaming And Systems Sdg","5403 Davie Street","Davenport","IA","52806","(563)388-6175","","","","563","19163","CST","Y","41.5821","-90.6205","1960","","Scott"
128,"Gambling & Casinos","Casinos","Bally's Casino","1877 Bally Boulevard","Tunica","MS","38676","(662)357-1500","","","","662","28143","CST","Y","34.6827","-90.3615","","","Tunica"
129,"Gambling & Casinos","Casinos","Bally's Casino Resort & The Wild Wild West Casino","1901 Boardwalk","Atlantic City","NJ","08401","(609)344-3483","","","","609","34001","EST","Y","39.3648","-74.4342","","0560","Atlantic"
130,"Gambling & Casinos","Casinos","Bannock Peak Casino","I-86 Exit 52","Pocatello","ID","83201","(208)478-1420","","","","208","16005","MST","Y","42.8976","-112.3706","6340","","Bannock"
131,"Gambling & Casinos","Casinos","Barcelona Hotel Casino Las Vegas Nv","5011 East Craig Road","Las Vegas","NV","89115","(702)644-6300","","","","702","32003","PST","Y","36.2240","-115.0830","4120","","Clark"
132,"Gambling & Casinos","Casinos","Barton's Club 93","1002 US Highway 93","Filer","ID","83328","(208)326-3393","","","","208","16083","MST","Y","42.5734","-114.6264","","","Twin Falls"
133,"Gambling & Casinos","Casinos","Barton's Club 93","Jackpot Nevada","Twin Falls","ID","83302","(208)734-1393","","","","208","16083","MST","Y","42.2270","-114.6169","","","Twin Falls"
134,"Gambling & Casinos","Casinos","Bay Mills Resort & Casino","11386 West Lakeshore","Brimley","MI","49715","(906)248-2054","","","","906","26033","EST","Y","46.4104","-84.5584","","","Chippewa"
135,"Gambling & Casinos","Casinos","Bay Mills Resort & Casino","11386 West Lakeshore","Brimley","MI","49715","(906)248-2056","","","","906","26033","EST","Y","46.4104","-84.5584","","","Chippewa"
136,"Gambling & Casinos","Casinos","Bay Mills Resort & Casinos","11335 West Lakeshore Drive","Brimley","MI","49715","(906)248-5860","","","","906","26033","EST","Y","46.4104","-84.5584","","","Chippewa"
137,"Gambling & Casinos","Casinos","Baycu Teche Casino No2","7783A Main Highway","Saint Martinville","LA","70582","(337)560-4790","","","","337","22099","CST","Y","30.2235","-91.7772","3880","","Saint Martin"
138,"Gambling & Casinos","Casinos","Baymont Inn Mt Pleasant","5858 E Picard Rd","Mt Pleasant","MI","48858","(989)775-5555","","","www.baymontinns.com/mountpleasan","989","26073","EST","Y","43.6172","-84.7949","","","Isabella"
139,"Gambling & Casinos","Casinos","Bayou Vista Plaza Casino","109 S Service Road","Raceland","LA","70394","(985)537-8317","","","","985","22057","CST","Y","29.7195","-90.5441","3350","","Lafourche"
140,"Gambling & Casinos","Casinos","Bear River Casino","32 Bear River Drive","Loleta","CA","95551","(707)733-9644","","","","707","06023","PST","Y","40.6598","-124.2497","","","Humboldt"
141,"Gambling & Casinos","Casinos","Belle of Baton Rouge Casino","103 France Street","Baton Rouge","LA","70802","(225)378-6000","","info@belleofbatonrouge.net","www.argosycasinos.co","225","22033","CST","Y","30.4460","-91.1740","0760","","East Baton Rouge"
142,"Gambling & Casinos","Casinos","Bellezza Salon At Caesars Casino Dash Hotel","2100 Pacific","Atlantic City","NJ","08401","(609)348-4411","","","","609","34001","EST","Y","39.3648","-74.4342","","0560","Atlantic"
143,"Gambling & Casinos","Casinos","Beloit Casino Project","421 East Grand Avenue","Beloit","WI","53511","(608)363-7268","","","","608","55105","CST","Y","42.5474","-89.1358","3620","","Rock"
144,"Gambling & Casinos","Casinos","Belterra Casino & Resort","777 Belterra Drive","Florence","IN","47020","(812)427-7777","","","www.indianacasinos.ne","812","18155","EST","N","38.8226","-84.9349","","","Switzerland"
145,"Gambling & Casinos","Casinos","Belterra Resort & Casino","1061 Springwood Court","Lawrenceburg","IN","47025","(812)537-2218","","","","812","18029","EST","Y","39.1597","-84.8764","","1640","Dearborn"
146,"Gambling & Casinos","Casinos","Bens Tours","305 Westmoreland Avenue","New Kensington","PA","15068","(724)335-5467","","","","724","42129","EST","Y","40.5657","-79.7070","6280","","Westmoreland"
147,"Gambling & Casinos","Casinos","Best Western Hickok House Restaurant & Casino","137 Charles Street","Deadwood","SD","57732","(605)578-1611","","","www.bestwestern.co","605","46081","MST","Y","44.2665","-103.6721","","","Lawrence"
148,"Gambling & Casinos","Casinos","Big Daddy's Casino","1405 Demers Avenue","Grand Forks","ND","58201","(701)335-2500","","","","701","38035","CST","Y","47.8810","-97.0607","2985","","Grand Forks"
149,"Gambling & Casinos","Casinos","Big Red Keno","955 West O Street","Lincoln","NE","68528","(402)434-7777","","","","402","31109","CST","Y","40.8249","-96.8203","4360","","Lancaster"
150,"Gambling & Casinos","Casinos","Big Red Keno","955 West O Street","Lincoln","NE","68528","(402)474-2193","","","","402","31109","CST","Y","40.8249","-96.8203","4360","","Lancaster"
151,"Gambling & Casinos","Casinos","Big Red Keno - Peony Park","8100 Cass Street","Omaha","NE","68114","(402)390-9495","","","www.bigredkeno.co","402","31055","CST","Y","41.2627","-96.0508","5920","","Douglas"
152,"Gambling & Casinos","Casinos","Big Rock Casino & Bowling Center","460 N Riverside Drive","Espanola","NM","87532","(505)747-0059","","","","505","35039","MST","Y","35.9775","-106.1582","","","Rio Arriba"
153,"Gambling & Casinos","Casinos","Big Rock Casino & Bowling Center","460 N Riverside Drive Apt B","Albuquerque","NM","87101","(505)474-0059","","","","505","35001","MST","Y","35.1995","-106.6442","0200","","Bernalillo"
154,"Gambling & Casinos","Casinos","Bingo Players Guide","212 South Broad Street Suite 20","Lancaster","OH","43130","(740)653-7408","","","","740","39045","EST","Y","39.7017","-82.6093","1840","","Fairfield"
155,"Gambling & Casinos","Casinos","Bingo Tudor Road Center Casino","3411 East Tudor Road","Anchorage","AK","99507","(907)561-4711","(907)561-7888","","","907","02020","PST-1","Y","61.1515","-149.8227","0380","","Anchorage"
156,"Gambling & Casinos","Casinos","Black Bart Casino","100 Kawi Place","Willits","CA","95490","(707)459-7330","","","www.blackbartcasino.co","707","06045","PST","Y","39.4525","-123.3878","","","Mendocino"
157,"Gambling & Casinos","Casinos","Black Bear Casino - Casino","1785 Highway 210","Carlton","MN","55718","(218)878-2327","","","www.blackbearcasinohotel.co","218","27017","CST","Y","46.6257","-92.5612","","","Carlton"
158,"Gambling & Casinos","Casinos","Black Chip Casino Tours Inc","828 Main Street","Farmingdale","NY","11735","(516)420-1990","","","","516","36059","EST","Y","40.7334","-73.4289","","5380","Nassau"
159,"Gambling & Casinos","Casinos","Black Gold Casino","Highway 70 West","Wilson","OK","73463","(580)668-9248","","","","580","40019","CST","Y","34.1560","-97.4228","","","Carter"
160,"Gambling & Casinos","Casinos","Black Hawk Station Casino","141 Gregory Street","Central City","CO","80427","(303)582-5582","","","www.blackhawkcolorado.co","303","08047","MST","Y","39.8564","-105.5940","","","Gilpin"
161,"Gambling & Casinos","Casinos","Black Oak Casino","19400 Tuolumne Road North","Tuolumne","CA","95379","(209)928-9300","","","www.blackoakcasino.co","209","06109","PST","Y","37.9468","-120.2500","","","Tuolumne"
162,"Gambling & Casinos","Casinos","Blackhawk Gaming & Development Lodge Casino","240 Mica Road","Black Hawk","CO","80403","(303)582-1117","","","","303","08059","MST","Y","39.8472","-105.4000","","2080","Jefferson"
163,"Gambling & Casinos","Casinos","Blue Chip Casino","2 Easy Street","Michigan City","IN","46360","(219)879-2671","","","","219","18091","CST","Y","41.6870","-86.8677","","","La Porte"
164,"Gambling & Casinos","Casinos","Blue Water Resort & Casino","11300 Resort Drive","Parker","AZ","85344","(928)669-7000","","","www.bluewaterfun.co","928","04012","MST","N","33.8418","-114.0997","","","La Paz"
165,"Gambling & Casinos","Casinos","Boars Breath Bar And Casino","890 Mt Highway 200","Noxon","MT","59853","(406)847-2082","","dennisvarga@amerion.com","","406","30089","MST","Y","48.1084","-115.7944","","","Sanders"
166,"Gambling & Casinos","Casinos","Bonzers Casino","420 Demers Avenue","Grand Forks","ND","58201","(701)402-0552","","","","701","38035","CST","Y","47.8810","-97.0607","2985","","Grand Forks"
167,"Gambling & Casinos","Casinos","Bookie Casino","3011 1st Avenue North","Billings","MT","59101","(406)245-4900","","","","406","30111","MST","Y","45.6311","-108.3519","0880","","Yellowstone"
168,"Gambling & Casinos","Casinos","Boomtown Casino & Hotel","300 Riverside Drive","Bossier City","LA","71111","(318)746-0711","","","","318","22015","CST","Y","32.5785","-93.6897","7680","","Bossier"
169,"Gambling & Casinos","Casinos","Boomtown Casino Biloxi","676 Bayview Avenue","Biloxi","MS","39530","(228)435-7000","","","www.boomtownbiloxi.co","228","28047","CST","Y","30.4030","-88.8982","0920","","Harrison"
170,"Gambling & Casinos","Casinos","Borgata Resort Spa & Casino","1 Borgata Way","Atlantic City","NJ","08401","(609)317-1000","","info@theborgata.com","www.theborgata.co","609","34001","EST","Y","39.3648","-74.4342","","0560","Atlantic"
171,"Gambling & Casinos","Casinos","Bounce St Louis Llc","2030 Southway Drive","Arnold","MO","63010","(636)461-1973","","","www.bouncestlouis.co","636","29099","CST","Y","38.4305","-90.3985","7040","","Jefferson"
172,"Gambling & Casinos","Casinos","Brandywine Turf Club","1021 Baltimore Pike","Glen Mills","PA","19342","(610)361-9000","","","www.brandywinecvb.or","610","42045","EST","Y","39.8980","-75.5068","","6160","Delaware"
173,"Gambling & Casinos","Casinos","Breezecasino Online Casino And Sportsbook","Po Box 5471","Glendale Heights","IL","60139","(630)864-1136","","Breezecasino@yahoo.com","","630","17043","CST","Y","41.9203","-88.0810","","1600","DuPage"
174,"Gambling & Casinos","Casinos","Bristow Indian Casino","121 W Lincoln","Bristow","OK","74010","(918)367-9572","","","","918","40037","CST","Y","35.7718","-96.3174","8560","","Creek"
175,"Gambling & Casinos","Casinos","Bronco Billy's Sports Bar & Casino","233 Bennett Drive","Cripple Creek","CO","80813","(719)689-2142","","mvp@broncobillyscasino.com","www.broncobillyscasino.co","719","08119","MST","Y","38.7805","-105.1824","","","Teller"
176,"Gambling & Casinos","Casinos","Buffalo Bill's Casino","1544 Lazelle Street","Sturgis","SD","57785","(605)720-1626","","","","605","46093","MST","Y","44.4145","-103.1708","","","Meade"
177,"Gambling & Casinos","Casinos","Buffalo Brothers Saloon","777 US Highway 8 63","Turtle Lake","WI","54889","(715)986-4777","","","www.stcroixcasino.co","715","55005","CST","Y","45.4484","-92.2038","","","Barron"
178,"Gambling & Casinos","Casinos","Buffalo Run Casino","8520 South Highway 69A","Miami","OK","74354","(918)542-7140","","","www.buffalorun.co","918","40115","CST","Y","36.8253","-94.9244","","","Ottawa"
179,"Gambling & Casinos","Casinos","Bull Durham Saloon & Casino","110 Main","Black Hawk","CO","80422","(303)582-0810","","","www.bulldurhamcasino.co","303","08047","MST","Y","39.8142","-105.5411","","","Gilpin"
180,"Gambling & Casinos","Casinos","Bullwhackers Casinos","101 Gregory Street","Black Hawk","CO","80422","(303)271-2500","(303)271-2501","","","303","08047","MST","Y","39.8142","-105.5411","","","Gilpin"
181,"Gambling & Casinos","Casinos","Bun Lounge Casino","1708 Mill Road","Grand Forks","ND","58203","(701)775-7769","","","","701","38035","CST","Y","47.9619","-97.0827","2985","","Grand Forks"
182,"Gambling & Casinos","Casinos","C & C Travels Inc","3060 Worthington Avenue","Cincinnati","OH","45211","(513)481-3300","","","","513","39061","EST","Y","39.1585","-84.5998","","1640","Hamilton"
183,"Gambling & Casinos","Casinos","Cactus Petes Resort Casino - Employment Office","550 Blue Lakes Boulevard North","Twin Falls","ID","83301","(208)736-1626","","","","208","16083","MST","Y","42.2444","-114.6624","","","Twin Falls"
184,"Gambling & Casinos","Casinos","Caesars Indiana","11999 Avenue Of The Empero","Elizabeth","IN","47117","(812)766-2648","","","www.caesarsindiana.co","812","18061","EST","Y","38.1042","-85.9595","4520","","Harrison"
185,"Gambling & Casinos","Casinos","Caesars World Marketing","15849 North 71st Street","Scottsdale","AZ","85254","(480)281-1572","","","","602","04013","MST","N","33.6184","-111.9523","6200","","Maricopa"
186,"Gambling & Casinos","Casinos","Caesars World Marketing","17800 Jefferson Park Road","Middleburg Heights","OH","44130","(440)891-0777","","","","440","39035","EST","Y","41.3776","-81.7863","","1680","Cuyahoga"
187,"Gambling & Casinos","Casinos","Cafe Primo","3200 Pennsylvania Avenue","Weirton","WV","26062","(304)723-4494","","","","304","54029","EST","Y","40.4229","-80.5604","8080","","Hancock"
188,"Gambling & Casinos","Casinos","California Hotel Casino Las Vegas","12 East Ogden Avenue","Las Vegas","NV","89101","(702)385-1222","","","www.thecal.co","702","32003","PST","Y","36.1730","-115.1233","4120","","Clark"
189,"Gambling & Casinos","Casinos","Calypso's Buffet","100 Anti Monopoly Street","Marquette","IA","52158","(563)873-3531","","","","563","19043","CST","Y","43.0589","-91.2227","","","Clayton"
190,"Gambling & Casinos","Casinos","Camelrock Casino - Santa Fe","10 Miles N Of Santa Fe","Santa Fe","NM","87540","(505)984-8414","","","www.camelrockcasino.co","505","35049","MST","Y","35.3674","-105.8522","7490","","Santa Fe"
191,"Gambling & Casinos","Casinos","Canyon Casino","131 Mica Road","Black Hawk","CO","80403","(303)582-1171","","","","303","08059","MST","Y","39.8472","-105.4000","","2080","Jefferson"
192,"Gambling & Casinos","Casinos","Caribbean Cyber Casino","Simpson Bay Yacht Club","Schenectady","NY","12345","(800)446-3048","","pitboss@c3intl.com","","518","36093","EST","Y","42.8145","-73.9403","0160","","Schenectady"
193,"Gambling & Casinos","Casinos","Caribbean Cyber Casinos International","7500 Greenway Center Drive","Greenbelt","MD","20770","(301)345-1462","","lfriday@c3intl.com","","301","24033","EST","Y","39.0035","-76.8755","","8840","Prince Georges"
194,"Gambling & Casinos","Casinos","Caribbean Cyber Online Casino","Plaza Del Lago","Schenectady","NY","12345","(800)446-3018","","webmaster@c3intl.com","","518","36093","EST","Y","42.8145","-73.9403","0160","","Schenectady"
195,"Gambling & Casinos","Casinos","Caribbean Hideaway Casino","2225 Amherst Avenue","Butte","MT","59701","(406)494-5524","","","","406","30093","MST","Y","45.9274","-112.5042","","","Silver Bow"
196,"Gambling & Casinos","Casinos","Carla's","6202 East Pea Ridge Road","Huntington","WV","25705","(304)302-0526","","","","304","54011","EST","Y","38.4038","-82.3597","3400","","Cabell"
197,"Gambling & Casinos","Casinos","Carnival Club Casino","2401 Elysian Fields Avenue","New Orleans","LA","70117","(504)947-4263","","","","504","22071","CST","Y","29.9695","-90.0302","5560","","Orleans"
198,"Gambling & Casinos","Casinos","Carolyn's Casinos Inc","512 West Boulevard","Rapid City","SD","57701","(605)341-7351","","","","605","46103","MST","Y","44.0731","-103.2051","6660","","Pennington"
199,"Gambling & Casinos","Casinos","Carribean Club","86 West Carolina Avenue","Chester","WV","26034","(304)387-5171","","","","304","54029","EST","Y","40.5816","-80.5534","8080","","Hancock"
200,"Gambling & Casinos","Casinos","Cascade Lanes Lounge & Casino","17034 Southeast 116th Avenue","Renton","WA","98058","(425)228-1920","","","","425","53033","PST","Y","47.4414","-122.1216","","7600","King"
201,"Gambling & Casinos","Casinos","Cash Systems","1 Prairie Meadows Drive","Altoona","IA","50009","(515)957-8723","","","","515","19153","CST","Y","41.6405","-93.4586","2120","","Polk"
202,"Gambling & Casinos","Casinos","Cash Systems","1855 Greyhound Park Road","Dubuque","IA","52001","(563)557-7061","","","","563","19061","CST","Y","42.5490","-90.6988","2200","","Dubuque"
203,"Gambling & Casinos","Casinos","Casino & Gaming--Holiday Inn Of Fargo","I 29 & 13 Avenue South","Fargo","ND","58102","(701)282-3905","","","","701","38017","CST","Y","46.9259","-96.8507","2520","","Cass"
204,"Gambling & Casinos","Casinos","Casino 2000","622 25th Avenue","Brookings","SD","57006","(605)697-6892","","","","605","46011","CST","Y","44.3014","-96.8692","","","Brookings"
205,"Gambling & Casinos","Casinos","Casino 21 Corporation","716 Broad Street","Clifton","NJ","07013","(973)471-7985","","","","973","34031","EST","Y","40.8689","-74.1729","","0875","Passaic"
